	b1Bleach1	b1Bleach2	b1Bleach3	b1Filtrate1	b1Filtrate2	b1Filtrate3	b1Retentate1	b1Retentate2	b1Retentate3
024a860529e1eea9b10e1f12fa6a0024	0	0	22	0	0	0	0	0	0
fc9615384f059ff5bf02bb3e47744e54	0	0	0	0	0	0	0	0	28
d31fdbf11595080cdb9519c594250aef	11	0	0	0	0	0	0	0	0
3d9200821e0d3133d22a60571794858a	0	0	0	0	0	0	0	8	0
cd2df209823dcc6081be6bdfbb2518e1	2622	0	0	0	0	0	0	0	0
1e1d5cda3a64454986669b3b64216a98	22	0	28	0	0	0	0	0	0
1095368a251dc3880e91650081c8885b	0	19	82	314	4294	538	8131	15428	5171
419c126c177f30785cc40be21a92bfde	0	0	0	0	0	0	27	38	38
0d0b0227d85fa5ed6bfe706e3cca094a	0	0	0	74	0	0	0	0	0
31d39763fa20bfe045368aab3d379e01	29	0	0	0	0	0	0	0	8
1a388f8788b8c261d76744710032a7cd	0	13	0	0	0	0	0	0	0
93a279a6f107991c4f28cee29d3646ae	0	0	0	0	0	0	0	0	5
bb649e9e1e3da37f1bf0afc79e43e362	0	0	0	0	471	0	319	63	3637
0ee3fd5b0ed7a3f38211189817afcdc0	421	368	689	0	0	5	39	15	40
0a9303fb954fea1ec28e4089d50256d1	0	9	0	0	175	0	76	4	920
3b2922b63b9c75120793b0253e6333d8	0	0	0	150	6674	2192	1885	1761	1888
6a10de8e56afe56561a287fb61cf65ab	0	0	0	0	0	0	0	0	51
5d670367b4077c185ccd763d0f6d09b9	0	0	0	0	70	0	135	88	194
5f303d5361eaea06168f2dd3aae55a2f	593	600	613	0	20	0	37	54	27
d26b1651ab87a67cd77dc97bcbcd6d1d	0	7	0	0	0	0	0	0	0
a88d464e2dc119f35da36a92a9feb102	28	23	131	0	6	0	0	11	3
13cd4fa0b3eb58c10937d1221431e10c	0	0	0	0	80	0	60	6	460
e0cc6a95596c1068ec99eb67cea8d93e	32	47	235	0	166	58	3471	3477	4355
3e9ab733a7f72aac7221b18d730a800b	0	0	0	0	0	0	132	90	98
2cf4410805abb5eb2fb6513319980f12	0	0	0	0	0	0	0	0	6
edbeb6ba6c7d095f151f04accbf3f150	0	0	29	0	0	0	0	0	0
7acd8c589916a324e13cf36b9fa13258	0	0	0	0	21	0	6	11	16
d5df3a0c9761597ff037fdb63a3d2256	0	0	36	0	0	0	0	0	0
b26afed2d5043d09abf28dcbf076501d	0	0	17	0	0	0	0	0	0
65c4ab40c938a1e136d8d07af93446c3	0	0	42	0	134	29	6873	5095	3630
c1ee3b99857bd895ff150a3f50d1383c	0	0	141	0	0	0	0	0	0
8fb7c34e9774e0623654d0d5b37d51f7	0	0	0	0	175	107	524	683	260
53818a706e38c1584f139d2f90fbd8df	0	0	78	0	0	0	0	0	4
00b07986d54191a2e7b6fcc947c0a2de	0	0	0	0	0	0	0	7	0
3a22c531e42add48863d888c0c48af7a	0	6	0	0	0	0	0	0	0
6a5bdc73804370adfac1132ca1741ae2	0	0	16	0	0	0	0	0	0
538157253bd91529f6bde027a6c6bf10	0	0	0	41	0	0	0	0	0
08da88cfc658fe0b3b360a213243a747	0	26	26	0	0	0	0	0	0
776efd134fbd3c5003ca7df18b7480e8	0	0	7	0	0	0	0	0	0
d9e2d4bd4bdacdcf4416690835ddab16	0	0	0	0	0	0	65	65	56
962a8d918df0a908fc5eb7dd49712ae7	0	0	0	0	6	0	0	0	51
3479f52c231cb79e9a2228e11f7fc981	0	0	0	0	0	0	0	0	6
5366875428f03a7d4404c7a72781d292	0	0	0	0	10	0	10	13	9
9da0792d84ca0d713bfae0941f4d46d1	26	0	0	291	0	0	0	0	0
469c78d004552c6c040ddae4b7c06941	0	0	0	0	0	0	0	6	0
d30d22ff411d09e25c083d0cb2100ad9	0	23	0	0	0	0	0	0	0
6ac762d66c0046746a57c9ec0eb02e29	0	0	0	0	8	0	0	2	33
5077fc425f625ebd864ae70bd34a2639	0	0	0	0	0	0	18	0	0
9e551a3e2462031c72a19fb96008ba7f	47	0	0	0	0	0	0	0	0
daf49e744afef856d43dd68ab1c77597	0	0	0	0	47	22	47	47	41
fc942bcc049c30592c9674bcd32ed3a9	0	0	0	0	0	0	0	0	38
0a6717aa74c45780487b407128fb331f	14	58	0	0	0	0	0	4	0
91a1a528973ddafd7afffb2bb7c8063c	0	0	54	0	0	0	0	0	0
3279542fb9c75a46df4a17f32bc11315	0	0	0	0	322	81	0	24	14
7039199873c3aa412c9375cc67833f9f	823	646	3404	2491	11	10	117	142	158
473bef56fb8b26f440a414b537dfebcb	0	34	0	0	0	0	0	0	0
a720841c0bdee4f4391c1424186a151a	0	0	0	0	0	0	0	0	24
79fe3108b70b976aba35b69c122919e0	0	0	38	0	0	0	0	0	0
e5b9b61c4aa5e6678257e39d9701737f	0	0	14	0	0	0	0	0	0
2045304c402ab34200f95a8da51c5ef2	0	21	0	0	0	0	0	0	0
90d0d1a65bdb9d3cc534048cb95d52ff	0	0	29	0	0	0	0	0	0
5c94f6d4e6923351ee01090a780ac745	0	0	0	0	8	0	5	26	10
a65dd02e485836751bf53842fe74dfb2	0	12	0	295	0	0	0	0	0
a9f2aa6f5d0b5633f4c184d09d385216	0	0	0	0	15	0	27	61	61
5fd31ff146ae0889f19a3bf52a33429c	609	440	582	4928	37	8	16	68	50
d74811064b8cb6dc121d37ba12ef887b	0	0	0	0	0	0	0	0	31
23b13e05f9cfd70cce8451488e4e7f36	4318	5132	4412	256	689	9	175	712	957
9d1ae318ad975e9ab78fb8cfb4721c96	0	0	0	0	0	0	24	26	59
22404c2ffeb0eb07b367869f2986642d	0	0	0	0	141	56	411	253	159
05d3847f98527515d0c7b59ba5cf485e	0	0	58	0	0	0	0	0	0
388a5de446d1f3bdd1d060f19aa13558	0	0	5	0	0	0	0	0	0
debec58dad145fc8370e179e66e479b4	0	0	28	0	0	0	0	0	8
9575ad11d3229ca85dd0d6172c82aec7	0	0	0	0	2696	712	154	180	288
9238ce13e0e4139f8a4372880e536bc8	15	32	63	0	0	0	0	0	0
2d17e9a75e87ba47fbf222088cdc77dd	0	0	108	0	0	0	0	0	0
f66b97c7b2fd1d146dc9b4779e64b225	4	0	0	0	0	0	0	0	0
e21a28579ae4ee97526c7706cfd391ef	0	0	0	0	26	0	2355	1997	1362
e9e36d6f026cedd6f6f5b23acc5cc0f0	0	0	0	0	0	0	14	0	30
511742440dc573272f2491598f5855c0	25	21	22	0	0	0	0	2	0
7988502255ef377dd19415d62854f6fe	15	0	0	0	0	0	0	0	0
589f16bb11017358b8fce0b30ff6b4e1	161	299	101	0	34	0	11	16	31
3e5f55cd87a83bb597418d70c74c4284	0	0	0	0	0	0	0	169	0
f0b2ec4cbb1ab053cc0734bf2db8d70d	0	0	0	0	2	0	0	0	0
046c39287b7b0bd4d26e801bcb78e8da	0	0	22	172	0	0	0	0	0
71cc53271ec81500ca9db9be6cc8828c	0	0	0	0	0	0	0	0	47
e4845c51e9eeaffd7c4b9e6f73031765	0	33	0	0	0	0	0	0	0
3602956f6d798ebbfc8ddcdb30be49e4	0	0	0	0	0	0	0	0	205
06d15403c97b1c314b019c93de47e5b8	0	1	0	0	13	0	0	4	15
c35491025121b7cc2bfd19bca6d64472	19	0	0	0	0	0	0	0	0
4b5a0888230a2f16586b9ef51b73ebcf	157	0	170	0	0	0	20	23	14
0d34f2872b6566dd1ad53f96cd54428f	0	0	0	0	1	0	0	0	0
d9804fb0b98b54bd805f2282471fec4d	0	0	22	0	0	0	0	0	0
52c54e44d7100287f247fd8f2d363de0	0	0	0	0	0	0	0	0	19
0c6c03b98f65e24156c2c5ea74c4a859	0	14	0	0	2	0	0	0	0
4690dce8ec1c2b8afccf1b22ceed1980	0	0	0	0	0	0	0	0	8
d9c7347863af37acf133417e9211b199	0	0	0	0	0	0	0	0	8
8e576c983ab304f2fed78c8f94cd96c5	0	159	84	0	0	0	20	0	0
8cb4ba49481e53416fcf78197018e186	0	0	0	0	0	0	12	0	0
de77bd1dacea07f55f850875a26e2c8a	0	67	87	0	0	0	0	0	13
e76bfeef0a22bfd6bcedd989b32e895e	0	27	0	0	0	0	0	0	0
13b246211ee01780953787e48bdb732b	0	0	0	0	1	0	0	0	0
e3c9fb8d8e882e9f6d98ff1d7c32f03f	36	8	110	0	0	0	0	0	22
a56c4091d2ed682c92d18c0b595229a3	0	0	0	0	0	0	2	0	0
409c4297b9e1d103aeb703e7f4cffa41	0	69	0	0	0	0	0	0	0
9567f9bb9a62a4c2dc5c4a65351fecf2	0	0	0	0	0	0	0	0	50
3a3e7e30b2ef4d018cb8524ebd9dc9c1	0	13	0	0	0	0	0	0	0
a230d1d4cba74c0da0709ad8b07a02ad	0	0	0	0	2	0	16	10	2
179db1be6a00d69e951a985f20ff6824	0	0	0	0	6	0	0	7	43
86820a07028919db0761fcdca0cdd8f0	0	0	54	0	0	0	0	0	0
30cca6d63dcf0c6d868c32998e3badf4	0	0	0	0	0	0	0	8	0
d2c5f3db0c5144fa28edff7db03c8f45	0	0	49	0	0	0	0	0	0
61d1f9225786f2ceebbbabe2ac29ae34	0	0	0	0	44	0	20	0	201
6cc036e114c9f3662d67e63192ba39f1	0	0	0	0	0	0	0	0	12
95d60b331c7a7d87840d14dcbe61377c	0	0	39	306	0	0	0	0	0
ad6c330604bc96cf8584868a627c8d18	0	0	0	0	85	0	72	26	558
c8a84e887636373024da8b588d389e6a	0	0	0	0	0	0	0	0	55
9216180f22e029361c221bdbb3532748	0	0	11	0	0	0	0	0	0
f21c3506d2d44fe21fb6c4efc0176dc2	19	7	15	0	0	0	0	0	0
1c51488f1b8cfda5b2789557d65eeab0	94	58	0	0	0	0	0	15	0
5f3313a256b6f08ce34897fdd5b2fd5c	33	0	86	0	27	11	10	0	0
e38a22fa1b6d18269bb95fea95b2a4ea	19	25	26	0	9	0	0	7	0
0605c370a5c1bfd1d8bbb91f2a3b0271	14	0	0	0	0	0	0	0	0
54ee21b49c924e03ffba8379ad8588a0	28	0	0	147	0	0	0	0	0
53e27656d9771af6fe821abd5f47e7c9	0	0	38	0	0	0	0	0	0
a940a45a95df2abea1049de94e712a87	37	85	0	0	0	0	0	0	0
f42e5e195c91f9dae60ecbf2822bab48	24	0	0	0	0	0	0	0	0
d91c65631052fb93b7b7d4abd4f538a6	0	0	41	0	0	0	0	0	43
7c252945732bfe71e4755ff54c044c69	0	0	0	0	119	34	940	743	565
18c6d4c298273836b7090b6f25db2cee	0	0	0	0	167	76	49	20	26
6f4d9a1bcd9ad21dd6200d32f396f4fd	0	0	0	0	4	0	768	802	568
f22a879b2553520615903b836282ef90	0	26	0	0	0	0	0	0	623
0890842fa030e00e79e9684cfedf615b	0	0	0	0	0	0	0	0	5
1297a95214686049589858b514356099	0	12	0	0	0	0	0	0	0
0cdb75247a1dcbb4f56c0ad3fcba38df	75	0	0	0	0	0	0	0	0
e593b957fb1f3f94d57c3fb0334aaddd	0	10	0	0	0	0	0	0	0
836ff04b0c808cbf3f1481f2b5bb317b	0	4	0	0	0	0	0	0	0
89c0701d2706d6eee53a0876ed3838cb	0	0	0	0	0	0	0	4	0
84305e17c6b86a304fd29054bd25ccdc	14	0	22	0	0	0	0	0	0
01ba86f03cd1e09a63489389ae577e3a	0	0	0	0	2	0	0	0	0
154d6026d3caca74ceed84f19a411cfd	0	44	42	0	0	0	0	9	0
b183484b27100c324a56d92bd2914788	5	0	16	0	13	0	20	0	5010
3ce4c2d620bd80da75f722b1d544da5c	0	0	19	0	0	0	0	0	0
cf406bbc35b2e50c3654e5f1617c8359	0	8	0	0	0	0	0	0	0
dcd71107a5da4c2e16c455acf22d235d	0	0	0	0	11	0	3	0	1
2ff53dfd250fb6b06d49e7e40ec379aa	0	0	11	0	0	0	0	0	0
53d7393432a289901ed7c5100c37fef7	0	0	0	0	72	11	701	767	504
9505092d98d1e5166609bc464d0d8cb6	0	129	0	0	0	0	0	0	0
9aa7a7c3db5744e46ee9eb4724ebe64d	0	0	0	0	0	0	0	0	8
cfa24c3e7ac416900b3c71b1327ae072	16	9	16	0	2	0	0	0	0
fb90eec41a7fe0c88f11a8e91b6e0b77	0	0	8	0	0	0	0	0	0
1dc51a54951c7a796f1998c81cfc86dd	0	0	0	129	0	0	0	0	0
6ad3d4b7c9ecbbae14157332012c3e94	32	0	0	0	0	0	0	0	0
a3724bba472944a05559fab454ef0758	0	5	0	0	0	0	0	0	0
77de32472d907f59edbc7739914d24fe	0	0	0	0	58	19	78	48	52
